#,Latency steering,Period steering,Latency velocity,Period velocity
117,-1,-1,23492864,59797772
118,26547456,56665295,-1,-1
119,-1,-1,25451008,152597040
120,31741440,155832982,-1,-1
121,-1,-1,26385920,62813915
122,29609728,59747023,-1,-1
123,-1,-1,25378816,159616644
124,31682816,162696642,-1,-1
125,-1,-1,24540928,60892934
126,28724992,58772949,-1,-1
127,-1,-1,26534656,158618773
128,29779968,157680760,-1,-1
129,-1,-1,25357312,85702323
130,28645632,85744780,-1,-1
131,-1,-1,25404672,157574369
132,28734208,157616454,-1,-1
133,-1,-1,25973760,53920858
134,29120768,53737671,-1,-1
135,-1,-1,26373888,150483337
136,29622016,150584732,-1,-1
137,-1,-1,25402624,79797890
138,28652032,79799210,-1,-1
139,-1,-1,25391872,143647992
140,31647744,146654609,-1,-1
141,-1,-1,25419520,61913363
142,28778752,59016578,-1,-1
143,-1,-1,25552128,159578910
144,28679424,159346549,-1,-1
145,-1,-1,25468416,83803405
146,28622592,83831132,-1,-1
147,-1,-1,27391744,148549200
148,30648576,148651154,-1,-1
149,-1,-1,22385408,55869099
150,25596672,55823780,-1,-1
151,-1,-1,28397568,179511068
152,31649536,179552359,-1,-1
153,-1,-1,24295680,57844949
154,27529984,57827058,-1,-1
155,-1,-1,25953536,159562139
156,29155584,159529442,-1,-1
157,-1,-1,25431296,61878842
158,28651520,61897829,-1,-1
159,-1,-1,25915904,166474461
160,29106176,166443923,-1,-1
161,-1,-1,25426432,61880342
162,28651264,61915249,-1,-1
163,-1,-1,25528064,143716566
164,28713728,143677521,-1,-1
165,-1,-1,13459200,76723392
166,16629504,76707638,-1,-1
167,-1,-1,25548544,163602601
168,28755712,163639851,-1,-1
169,-1,-1,25507840,61795563
170,28717056,61797372,-1,-1
171,-1,-1,25426176,151512475
172,28671744,151549315,-1,-1
173,-1,-1,25600512,163814905
174,28683520,163652147,-1,-1
175,-1,-1,25531904,75688159
176,31651328,78724746,-1,-1
177,-1,-1,25401600,155354762
178,28684800,152518705,-1,-1
179,-1,-1,25408768,52881799
180,28684032,52873645,-1,-1
181,-1,-1,9367808,152625509
182,12609024,152590924,-1,-1
183,-1,-1,25443328,86790647
184,28629248,86735558,-1,-1
185,-1,-1,25466368,137655932
186,28640256,137643045,-1,-1
187,-1,-1,26778624,78043756
188,29687552,77779569,-1,-1
189,-1,-1,26417408,157270836
190,29591296,157535503,-1,-1
191,-1,-1,19382784,52713140
192,22620160,52777132,-1,-1
193,-1,-1,23440896,177562808
194,26634240,177518248,-1,-1
195,-1,-1,23902208,57826497
196,27189504,57920937,-1,-1
197,-1,-1,25683712,158802463
198,31637760,161469260,-1,-1
199,-1,-1,21356544,58429700
200,24559360,55677942,-1,-1
201,-1,-1,25422592,175504599
202,28690176,175570121,-1,-1
203,-1,-1,25457152,55905782
204,28690944,55871925,-1,-1
205,-1,-1,25403392,151464197
206,28564480,151390974,-1,-1
207,-1,-1,26407936,69753122
208,29663744,69848786,-1,-1
209,-1,-1,26974720,153566321
210,30162688,153498079,-1,-1
211,-1,-1,25400832,78788291
212,28623872,78822889,-1,-1
213,-1,-1,25368576,149614274
214,28704512,149728309,-1,-1
215,-1,-1,25539328,77903621
216,28667392,77694830,-1,-1
217,-1,-1,27349248,139446180
218,30647296,139617081,-1,-1
219,-1,-1,17420800,76804449
220,20634368,76720031,-1,-1
221,-1,-1,25494272,145710756
222,28651008,145653283,-1,-1
223,-1,-1,27879936,77624046
224,34192640,80780573,-1,-1
225,-1,-1,28366592,169499867
226,31570944,166391340,-1,-1
227,-1,-1,16937984,50939575
228,20166912,50964354,-1,-1
229,-1,-1,25475840,161653714
230,28648448,161597223,-1,-1
231,-1,-1,25457408,62759434
232,28671488,62800959,-1,-1
233,-1,-1,25403136,155527329
234,28621568,155532157,-1,-1
235,-1,-1,25951744,79800479
236,32193024,82823623,-1,-1
237,-1,-1,25406976,151569275
238,28632832,148553597,-1,-1
239,-1,-1,25425664,55903739
240,28660224,55912279,-1,-1
241,-1,-1,25393152,159571481
242,28626944,159570600,-1,-1
243,-1,-1,25385216,58873543
244,28651008,58905751,-1,-1
245,-1,-1,25410560,165562700
246,31722240,168608617,-1,-1
247,-1,-1,27404544,63865933
248,30620928,60770036,-1,-1
249,-1,-1,27457280,165542503
250,30640640,165509432,-1,-1
251,-1,-1,26519296,59952290
252,29626880,59876706,-1,-1
253,-1,-1,27384576,174337794
254,30616832,174462946,-1,-1
255,-1,-1,19426304,52920396
256,22579200,52840462,-1,-1
257,-1,-1,25619968,148813813
258,28817664,148858951,-1,-1
259,-1,-1,25885952,80654354
260,29065984,80636227,-1,-1
261,-1,-1,25459712,146693764
262,28613120,146667241,-1,-1
263,-1,-1,25933312,82716304
264,29216256,82846632,-1,-1
265,-1,-1,25517568,153613427
266,31622144,156434557,-1,-1
267,-1,-1,20354304,56685059
268,23600384,53826672,-1,-1
269,-1,-1,25388032,173495999
270,31626496,176488314,-1,-1
