#,Latency steering,Period steering,Latency velocity,Period velocity
1367,-1,-1,2.4005e+11,1e+08
1368,2.4005e+11,1e+08,-1,-1
1369,-1,-1,2.4e+11,5e+07
1370,2.4e+11,5e+07,-1,-1
1371,-1,-1,2.4e+11,1e+08
1372,2.4e+11,1e+08,-1,-1
1373,-1,-1,2.4005e+11,5e+07
1374,2.4005e+11,5e+07,-1,-1
1375,-1,-1,2.4e+11,5e+07
1376,2.4005e+11,1e+08,-1,-1
1377,-1,-1,2.4105e+11,1.5e+08
1378,2.4105e+11,1e+08,-1,-1
1379,-1,-1,2.41e+11,1.5e+08
1380,2.41e+11,1.5e+08,-1,-1
1381,-1,-1,2.41e+11,5e+07
1382,2.41e+11,5e+07,-1,-1
1383,-1,-1,2.41e+11,5e+07
1384,2.41e+11,5e+07,-1,-1
1385,-1,-1,2.4105e+11,1e+08
1386,2.4105e+11,1e+08,-1,-1
1387,-1,-1,2.41e+11,1e+08
1388,2.41e+11,1e+08,-1,-1
1389,-1,-1,2.41e+11,5e+07
1390,2.41e+11,5e+07,-1,-1
1391,-1,-1,2.41e+11,5e+07
1392,2.41e+11,5e+07,-1,-1
1393,-1,-1,2.4105e+11,5e+07
1394,2.4105e+11,5e+07,-1,-1
1395,-1,-1,2.41e+11,1e+08
1396,2.41e+11,1e+08,-1,-1
1397,-1,-1,2.41e+11,5e+07
1398,2.41e+11,5e+07,-1,-1
1399,-1,-1,2.4105e+11,5e+07
1400,2.4105e+11,5e+07,-1,-1
1401,-1,-1,2.41e+11,5e+07
1402,2.41e+11,5e+07,-1,-1
1403,-1,-1,2.42e+11,1e+08
1404,2.42e+11,1e+08,-1,-1
1405,-1,-1,2.4205e+11,5e+07
1406,2.4205e+11,5e+07,-1,-1
1407,-1,-1,2.42e+11,5e+07
1408,2.42e+11,5e+07,-1,-1
1409,-1,-1,2.42e+11,1e+08
1410,2.42e+11,1e+08,-1,-1
1411,-1,-1,2.42e+11,1.5e+08
1412,2.42e+11,1.5e+08,-1,-1
1413,-1,-1,2.42e+11,0
1414,2.42e+11,0,-1,-1
1415,-1,-1,2.42e+11,1e+08
1416,2.4205e+11,1.5e+08,-1,-1
1417,-1,-1,2.42e+11,5e+07
1418,2.42e+11,0,-1,-1
1419,-1,-1,2.42e+11,1e+08
1420,2.42e+11,1e+08,-1,-1
1421,-1,-1,2.42e+11,5e+07
1422,2.42e+11,5e+07,-1,-1
1423,-1,-1,2.42e+11,5e+07
1424,2.42e+11,5e+07,-1,-1
1425,-1,-1,2.42e+11,0
1426,2.42e+11,0,-1,-1
1427,-1,-1,2.4205e+11,1.5e+08
1428,2.4205e+11,1.5e+08,-1,-1
1429,-1,-1,2.42e+11,0
1430,2.42e+11,0,-1,-1
1431,-1,-1,2.43e+11,1e+08
1432,2.43e+11,1e+08,-1,-1
1433,-1,-1,2.43e+11,0
1434,2.4305e+11,5e+07,-1,-1
1435,-1,-1,2.43e+11,1e+08
1436,2.43e+11,5e+07,-1,-1
1437,-1,-1,2.43e+11,5e+07
1438,2.43e+11,5e+07,-1,-1
1439,-1,-1,2.43e+11,5e+07
1440,2.43e+11,5e+07,-1,-1
1441,-1,-1,2.43e+11,5e+07
1442,2.43e+11,5e+07,-1,-1
1443,-1,-1,2.43e+11,5e+07
1444,2.43e+11,5e+07,-1,-1
1445,-1,-1,2.43e+11,5e+07
1446,2.43e+11,5e+07,-1,-1
1447,-1,-1,2.43e+11,1e+08
1448,2.43e+11,1e+08,-1,-1
1449,-1,-1,2.43e+11,5e+07
1450,2.43e+11,5e+07,-1,-1
1451,-1,-1,2.43e+11,5e+07
1452,2.43e+11,5e+07,-1,-1
1453,-1,-1,2.43e+11,5e+07
1454,2.43e+11,5e+07,-1,-1
1455,-1,-1,2.43e+11,5e+07
1456,2.43e+11,5e+07,-1,-1
1457,-1,-1,2.43e+11,5e+07
1458,2.4305e+11,1e+08,-1,-1
1459,-1,-1,2.43e+11,5e+07
1460,2.43e+11,0,-1,-1
1461,-1,-1,2.43e+11,1e+08
1462,2.43e+11,1e+08,-1,-1
1463,-1,-1,2.4305e+11,1e+08
1464,2.4305e+11,1e+08,-1,-1
1465,-1,-1,2.43e+11,0
1466,2.43e+11,0,-1,-1
1467,-1,-1,2.44e+11,1e+08
1468,2.44e+11,1e+08,-1,-1
1469,-1,-1,2.4405e+11,1e+08
1470,2.4405e+11,1e+08,-1,-1
1471,-1,-1,2.44e+11,5e+07
1472,2.44e+11,5e+07,-1,-1
1473,-1,-1,2.44e+11,5e+07
1474,2.44e+11,5e+07,-1,-1
1475,-1,-1,2.44e+11,1e+08
1476,2.44e+11,1e+08,-1,-1
1477,-1,-1,2.44e+11,5e+07
1478,2.44e+11,5e+07,-1,-1
1479,-1,-1,2.44e+11,1e+08
1480,2.44e+11,1e+08,-1,-1
1481,-1,-1,2.44e+11,5e+07
1482,2.44e+11,5e+07,-1,-1
1483,-1,-1,2.44e+11,1e+08
1484,2.44e+11,1e+08,-1,-1
1485,-1,-1,2.4405e+11,1e+08
1486,2.4405e+11,1e+08,-1,-1
1487,-1,-1,2.44e+11,5e+07
1488,2.44e+11,5e+07,-1,-1
1489,-1,-1,2.44e+11,5e+07
1490,2.44e+11,5e+07,-1,-1
1491,-1,-1,2.44e+11,1e+08
1492,2.44e+11,1e+08,-1,-1
1493,-1,-1,2.45e+11,5e+07
1494,2.45e+11,5e+07,-1,-1
1495,-1,-1,2.45e+11,5e+07
1496,2.45e+11,5e+07,-1,-1
1497,-1,-1,2.45e+11,5e+07
1498,2.45e+11,5e+07,-1,-1
1499,-1,-1,2.45e+11,0
1500,2.4505e+11,5e+07,-1,-1
1501,-1,-1,2.4505e+11,1.5e+08
1502,2.4505e+11,1e+08,-1,-1
1503,-1,-1,2.45e+11,0
1504,2.45e+11,0,-1,-1
1505,-1,-1,2.45e+11,1e+08
1506,2.45e+11,1e+08,-1,-1
1507,-1,-1,2.4505e+11,1e+08
1508,2.4505e+11,1e+08,-1,-1
1509,-1,-1,2.45e+11,5e+07
1510,2.45e+11,5e+07,-1,-1
1511,-1,-1,2.4505e+11,5e+07
1512,2.4505e+11,5e+07,-1,-1
1513,-1,-1,2.45e+11,5e+07
1514,2.4505e+11,1e+08,-1,-1
1515,-1,-1,2.45e+11,1e+08
1516,2.45e+11,5e+07,-1,-1
1517,-1,-1,2.45e+11,5e+07
1518,2.45e+11,5e+07,-1,-1
1519,-1,-1,2.4505e+11,1e+08
1520,2.4505e+11,1e+08,-1,-1
1521,-1,-1,2.45e+11,5e+07
1522,2.45e+11,5e+07,-1,-1
1523,-1,-1,2.45e+11,5e+07
1524,2.45e+11,5e+07,-1,-1
1525,-1,-1,2.46e+11,1e+08
1526,2.46e+11,1e+08,-1,-1
1527,-1,-1,2.46e+11,5e+07
1528,2.46e+11,5e+07,-1,-1
1529,-1,-1,2.46e+11,5e+07
1530,2.46e+11,5e+07,-1,-1
1531,-1,-1,2.46e+11,5e+07
1532,2.4605e+11,1e+08,-1,-1
1533,-1,-1,2.46e+11,5e+07
1534,2.46e+11,0,-1,-1
1535,-1,-1,2.46e+11,1e+08
1536,2.46e+11,1e+08,-1,-1
1537,-1,-1,2.46e+11,5e+07
1538,2.46e+11,5e+07,-1,-1
1539,-1,-1,2.46e+11,5e+07
1540,2.46e+11,5e+07,-1,-1
1541,-1,-1,2.46e+11,1e+08
1542,2.46e+11,1e+08,-1,-1
1543,-1,-1,2.4605e+11,1.5e+08
1544,2.4605e+11,1.5e+08,-1,-1
1545,-1,-1,2.46e+11,1e+08
1546,2.4605e+11,1.5e+08,-1,-1
1547,-1,-1,2.46e+11,5e+07
1548,2.46e+11,0,-1,-1
1549,-1,-1,2.47e+11,1.5e+08
1550,2.47e+11,1.5e+08,-1,-1
1551,-1,-1,2.47e+11,0
1552,2.47e+11,0,-1,-1
1553,-1,-1,2.4705e+11,1.5e+08
1554,2.4705e+11,1.5e+08,-1,-1
1555,-1,-1,2.47e+11,0
1556,2.47e+11,0,-1,-1
1557,-1,-1,2.47e+11,1e+08
1558,2.47e+11,1e+08,-1,-1
1559,-1,-1,2.4705e+11,1e+08
1560,2.4705e+11,1e+08,-1,-1
1561,-1,-1,2.47e+11,5e+07
1562,2.47e+11,5e+07,-1,-1
1563,-1,-1,2.47e+11,5e+07
1564,2.47e+11,5e+07,-1,-1
1565,-1,-1,2.47e+11,1.5e+08
1566,2.47e+11,1.5e+08,-1,-1
1567,-1,-1,2.47e+11,1e+08
1568,2.47e+11,1e+08,-1,-1
1569,-1,-1,2.47e+11,5e+07
1570,2.47e+11,5e+07,-1,-1
1571,-1,-1,2.47e+11,0
1572,2.4705e+11,5e+07,-1,-1
1573,-1,-1,2.47e+11,1e+08
1574,2.4705e+11,1e+08,-1,-1
1575,-1,-1,2.4705e+11,1.5e+08
1576,2.4705e+11,1e+08,-1,-1
1577,-1,-1,2.48e+11,5e+07
1578,2.48e+11,5e+07,-1,-1
1579,-1,-1,2.48e+11,1.5e+08
1580,2.48e+11,1.5e+08,-1,-1
1581,-1,-1,2.48e+11,1e+08
1582,2.48e+11,1e+08,-1,-1
1583,-1,-1,2.4805e+11,5e+07
1584,2.4805e+11,5e+07,-1,-1
1585,-1,-1,2.48e+11,0
1586,2.48e+11,0,-1,-1
1587,-1,-1,2.48e+11,1e+08
1588,2.48e+11,1e+08,-1,-1
1589,-1,-1,2.48e+11,5e+07
1590,2.4805e+11,1e+08,-1,-1
1591,-1,-1,2.48e+11,1e+08
1592,2.48e+11,5e+07,-1,-1
1593,-1,-1,2.48e+11,5e+07
1594,2.48e+11,5e+07,-1,-1
1595,-1,-1,2.48e+11,1.5e+08
1596,2.48e+11,1.5e+08,-1,-1
1597,-1,-1,2.48e+11,1e+08
1598,2.48e+11,1e+08,-1,-1
1599,-1,-1,2.48e+11,0
1600,2.48e+11,0,-1,-1
1601,-1,-1,2.48e+11,5e+07
1602,2.48e+11,5e+07,-1,-1
1603,-1,-1,2.49e+11,5e+07
1604,2.49e+11,5e+07,-1,-1
1605,-1,-1,2.49e+11,5e+07
1606,2.49e+11,5e+07,-1,-1
1607,-1,-1,2.49e+11,1e+08
1608,2.49e+11,1e+08,-1,-1
1609,-1,-1,2.49e+11,5e+07
1610,2.4905e+11,1e+08,-1,-1
1611,-1,-1,2.49e+11,1e+08
1612,2.49e+11,5e+07,-1,-1
1613,-1,-1,2.4905e+11,5e+07
1614,2.4905e+11,5e+07,-1,-1
1615,-1,-1,2.49e+11,5e+07
1616,2.4905e+11,1e+08,-1,-1
1617,-1,-1,2.49e+11,1e+08
1618,2.49e+11,5e+07,-1,-1
1619,-1,-1,2.49e+11,5e+07
1620,2.49e+11,5e+07,-1,-1
1621,-1,-1,2.49e+11,1e+08
1622,2.49e+11,1e+08,-1,-1
1623,-1,-1,2.49e+11,5e+07
1624,2.49e+11,5e+07,-1,-1
1625,-1,-1,2.49e+11,5e+07
1626,2.49e+11,5e+07,-1,-1
1627,-1,-1,2.4905e+11,1e+08
1628,2.4905e+11,1e+08,-1,-1
1629,-1,-1,2.49e+11,0
1630,2.49e+11,0,-1,-1
1631,-1,-1,2.49e+11,1e+08
1632,2.49e+11,1e+08,-1,-1
1633,-1,-1,2.5e+11,5e+07
1634,2.5005e+11,1e+08,-1,-1
1635,-1,-1,2.5e+11,5e+07
1636,2.5e+11,0,-1,-1
1637,-1,-1,2.5e+11,1e+08
1638,2.5e+11,1e+08,-1,-1
1639,-1,-1,2.5e+11,5e+07
1640,2.5005e+11,1e+08,-1,-1
1641,-1,-1,2.5e+11,1e+08
1642,2.5e+11,5e+07,-1,-1
1643,-1,-1,2.5e+11,5e+07
1644,2.5e+11,5e+07,-1,-1
1645,-1,-1,2.5e+11,5e+07
1646,2.5e+11,5e+07,-1,-1
1647,-1,-1,2.5e+11,1e+08
1648,2.5e+11,1e+08,-1,-1
1649,-1,-1,2.5005e+11,5e+07
1650,2.5005e+11,5e+07,-1,-1
1651,-1,-1,2.5e+11,5e+07
1652,2.5e+11,5e+07,-1,-1
1653,-1,-1,2.5e+11,1e+08
1654,2.5e+11,1e+08,-1,-1
1655,-1,-1,2.5e+11,5e+07
1656,2.5e+11,5e+07,-1,-1
1657,-1,-1,2.5e+11,1.5e+08
1658,2.5e+11,1.5e+08,-1,-1
1659,-1,-1,2.5e+11,0
1660,2.5005e+11,5e+07,-1,-1
1661,-1,-1,2.51e+11,1e+08
1662,2.51e+11,5e+07,-1,-1
1663,-1,-1,2.51e+11,1e+08
1664,2.51e+11,1e+08,-1,-1
1665,-1,-1,2.51e+11,5e+07
1666,2.51e+11,5e+07,-1,-1
1667,-1,-1,2.51e+11,5e+07
1668,2.51e+11,5e+07,-1,-1
1669,-1,-1,2.51e+11,5e+07
1670,2.51e+11,5e+07,-1,-1
1671,-1,-1,2.51e+11,1e+08
1672,2.51e+11,1e+08,-1,-1
1673,-1,-1,2.51e+11,5e+07
1674,2.51e+11,5e+07,-1,-1
1675,-1,-1,2.51e+11,5e+07
1676,2.51e+11,5e+07,-1,-1
1677,-1,-1,2.51e+11,1e+08
1678,2.51e+11,1e+08,-1,-1
1679,-1,-1,2.51e+11,5e+07
1680,2.51e+11,5e+07,-1,-1
1681,-1,-1,2.51e+11,1e+08
1682,2.51e+11,1e+08,-1,-1
1683,-1,-1,2.51e+11,0
1684,2.5105e+11,5e+07,-1,-1
1685,-1,-1,2.51e+11,1.5e+08
1686,2.51e+11,1e+08,-1,-1
1687,-1,-1,2.51e+11,5e+07
1688,2.51e+11,5e+07,-1,-1
1689,-1,-1,2.5105e+11,1e+08
1690,2.5105e+11,1e+08,-1,-1
1691,-1,-1,2.5205e+11,1e+08
1692,2.5205e+11,1e+08,-1,-1
1693,-1,-1,2.52e+11,5e+07
1694,2.52e+11,5e+07,-1,-1
1695,-1,-1,2.52e+11,0
1696,2.5205e+11,5e+07,-1,-1
1697,-1,-1,2.5205e+11,1.5e+08
1698,2.5205e+11,1e+08,-1,-1
1699,-1,-1,2.52e+11,5e+07
1700,2.52e+11,5e+07,-1,-1
1701,-1,-1,2.52e+11,1e+08
1702,2.52e+11,1e+08,-1,-1
1703,-1,-1,2.52e+11,5e+07
1704,2.52e+11,5e+07,-1,-1
1705,-1,-1,2.52e+11,5e+07
1706,2.52e+11,5e+07,-1,-1
1707,-1,-1,2.52e+11,1e+08
1708,2.52e+11,1e+08,-1,-1
1709,-1,-1,2.5205e+11,5e+07
1710,2.5205e+11,5e+07,-1,-1
1711,-1,-1,2.5205e+11,1e+08
1712,2.5205e+11,1e+08,-1,-1
1713,-1,-1,2.5205e+11,1e+08
1714,2.5205e+11,1e+08,-1,-1
1715,-1,-1,2.53e+11,1.5e+08
1716,2.53e+11,1.5e+08,-1,-1
1717,-1,-1,2.53e+11,5e+07
1718,2.53e+11,5e+07,-1,-1
1719,-1,-1,2.53e+11,5e+07
1720,2.53e+11,5e+07,-1,-1
1721,-1,-1,2.53e+11,5e+07
1722,2.53e+11,5e+07,-1,-1
1723,-1,-1,2.53e+11,5e+07
1724,2.53e+11,5e+07,-1,-1
1725,-1,-1,2.5305e+11,5e+07
1726,2.5305e+11,5e+07,-1,-1
1727,-1,-1,2.53e+11,1.5e+08
1728,2.53e+11,1.5e+08,-1,-1
1729,-1,-1,2.53e+11,1e+08
1730,2.53e+11,1e+08,-1,-1
1731,-1,-1,2.5305e+11,5e+07
1732,2.5305e+11,5e+07,-1,-1
1733,-1,-1,2.53e+11,1.5e+08
1734,2.53e+11,1.5e+08,-1,-1
1735,-1,-1,2.53e+11,5e+07
1736,2.53e+11,5e+07,-1,-1
1737,-1,-1,2.53e+11,1e+08
1738,2.53e+11,1e+08,-1,-1
1739,-1,-1,2.53e+11,5e+07
1740,2.53e+11,5e+07,-1,-1
1741,-1,-1,2.54e+11,5e+07
1742,2.5405e+11,1e+08,-1,-1
1743,-1,-1,2.54e+11,5e+07
1744,2.54e+11,0,-1,-1
1745,-1,-1,2.54e+11,1e+08
1746,2.54e+11,1e+08,-1,-1
1747,-1,-1,2.54e+11,5e+07
1748,2.54e+11,5e+07,-1,-1
1749,-1,-1,2.5405e+11,1e+08
1750,2.5405e+11,1e+08,-1,-1
1751,-1,-1,2.5405e+11,1e+08
1752,2.5405e+11,1e+08,-1,-1
1753,-1,-1,2.54e+11,1.5e+08
1754,2.54e+11,1.5e+08,-1,-1
1755,-1,-1,2.54e+11,5e+07
1756,2.54e+11,5e+07,-1,-1
1757,-1,-1,2.54e+11,1e+08
1758,2.54e+11,1e+08,-1,-1
1759,-1,-1,2.5405e+11,5e+07
1760,2.5405e+11,5e+07,-1,-1
1761,-1,-1,2.54e+11,1e+08
1762,2.54e+11,1e+08,-1,-1
1763,-1,-1,2.54e+11,5e+07
1764,2.54e+11,5e+07,-1,-1
1765,-1,-1,2.54e+11,5e+07
1766,2.54e+11,5e+07,-1,-1
1767,-1,-1,2.55e+11,5e+07
1768,2.55e+11,5e+07,-1,-1
1769,-1,-1,2.5505e+11,1e+08
1770,2.5505e+11,1e+08,-1,-1
1771,-1,-1,2.5505e+11,1e+08
1772,2.5505e+11,1e+08,-1,-1
1773,-1,-1,2.5505e+11,1e+08
1774,2.5505e+11,1e+08,-1,-1
1775,-1,-1,2.5505e+11,1e+08
1776,2.5505e+11,1e+08,-1,-1
1777,-1,-1,2.5505e+11,1e+08
1778,2.5505e+11,1e+08,-1,-1
1779,-1,-1,2.5505e+11,1e+08
1780,2.5505e+11,1e+08,-1,-1
1781,-1,-1,2.5505e+11,1e+08
1782,2.5505e+11,1e+08,-1,-1
1783,-1,-1,2.55e+11,5e+07
1784,2.5505e+11,1e+08,-1,-1
1785,-1,-1,2.55e+11,1e+08
1786,2.55e+11,5e+07,-1,-1
1787,-1,-1,2.55e+11,5e+07
1788,2.55e+11,5e+07,-1,-1
1789,-1,-1,2.55e+11,5e+07
1790,2.55e+11,5e+07,-1,-1
1791,-1,-1,2.56e+11,5e+07
1792,2.56e+11,5e+07,-1,-1
1793,-1,-1,2.56e+11,1e+08
1794,2.56e+11,1e+08,-1,-1
1795,-1,-1,2.56e+11,5e+07
1796,2.56e+11,5e+07,-1,-1
1797,-1,-1,2.56e+11,5e+07
1798,2.56e+11,5e+07,-1,-1
1799,-1,-1,2.56e+11,5e+07
1800,2.56e+11,5e+07,-1,-1
1801,-1,-1,2.56e+11,5e+07
1802,2.56e+11,5e+07,-1,-1
1803,-1,-1,2.56e+11,5e+07
1804,2.56e+11,5e+07,-1,-1
1805,-1,-1,2.56e+11,5e+07
1806,2.56e+11,5e+07,-1,-1
1807,-1,-1,2.5605e+11,1e+08
1808,2.5605e+11,1e+08,-1,-1
1809,-1,-1,2.5605e+11,1e+08
1810,2.5605e+11,1e+08,-1,-1
1811,-1,-1,2.5605e+11,1e+08
1812,2.5605e+11,1e+08,-1,-1
1813,-1,-1,2.56e+11,1.5e+08
1814,2.56e+11,1.5e+08,-1,-1
1815,-1,-1,2.56e+11,1e+08
1816,2.56e+11,1e+08,-1,-1
1817,-1,-1,2.57e+11,1e+08
1818,2.57e+11,1e+08,-1,-1
1819,-1,-1,2.57e+11,5e+07
1820,2.57e+11,5e+07,-1,-1
1821,-1,-1,2.5705e+11,1e+08
1822,2.5705e+11,1e+08,-1,-1
1823,-1,-1,2.57e+11,1e+08
1824,2.57e+11,1e+08,-1,-1
1825,-1,-1,2.57e+11,0
1826,2.5705e+11,5e+07,-1,-1
1827,-1,-1,2.57e+11,1e+08
1828,2.57e+11,5e+07,-1,-1
1829,-1,-1,2.57e+11,5e+07
1830,2.57e+11,5e+07,-1,-1
1831,-1,-1,2.57e+11,5e+07
1832,2.57e+11,5e+07,-1,-1
1833,-1,-1,2.57e+11,1e+08
1834,2.57e+11,1e+08,-1,-1
1835,-1,-1,2.57e+11,5e+07
1836,2.57e+11,5e+07,-1,-1
1837,-1,-1,2.57e+11,5e+07
1838,2.57e+11,5e+07,-1,-1
1839,-1,-1,2.57e+11,5e+07
1840,2.57e+11,5e+07,-1,-1
1841,-1,-1,2.57e+11,1e+08
1842,2.57e+11,1e+08,-1,-1
1843,-1,-1,2.57e+11,1e+08
1844,2.57e+11,1e+08,-1,-1
1845,-1,-1,2.58e+11,5e+07
1846,2.58e+11,5e+07,-1,-1
1847,-1,-1,2.58e+11,5e+07
1848,2.58e+11,5e+07,-1,-1
1849,-1,-1,2.58e+11,1e+08
1850,2.58e+11,1e+08,-1,-1
1851,-1,-1,2.5805e+11,5e+07
1852,2.5805e+11,5e+07,-1,-1
1853,-1,-1,2.5805e+11,1e+08
1854,2.5805e+11,1e+08,-1,-1
1855,-1,-1,2.5805e+11,1e+08
1856,2.5805e+11,1e+08,-1,-1
1857,-1,-1,2.5805e+11,1.5e+08
1858,2.5805e+11,1.5e+08,-1,-1
1859,-1,-1,2.58e+11,1e+08
1860,2.5805e+11,1.5e+08,-1,-1
1861,-1,-1,2.58e+11,1e+08
1862,2.58e+11,5e+07,-1,-1
1863,-1,-1,2.5805e+11,5e+07
1864,2.5805e+11,5e+07,-1,-1
1865,-1,-1,2.5805e+11,1e+08
1866,2.5805e+11,1e+08,-1,-1
1867,-1,-1,2.58e+11,5e+07
1868,2.58e+11,5e+07,-1,-1
1869,-1,-1,2.59e+11,1e+08
1870,2.59e+11,1e+08,-1,-1
1871,-1,-1,2.5905e+11,5e+07
1872,2.5905e+11,5e+07,-1,-1
1873,-1,-1,2.5905e+11,1e+08
1874,2.5905e+11,1e+08,-1,-1
1875,-1,-1,2.5905e+11,1e+08
1876,2.5905e+11,1e+08,-1,-1
1877,-1,-1,2.59e+11,1e+08
1878,2.59e+11,1e+08,-1,-1
1879,-1,-1,2.59e+11,5e+07
1880,2.59e+11,5e+07,-1,-1
1881,-1,-1,2.59e+11,5e+07
1882,2.59e+11,5e+07,-1,-1
1883,-1,-1,2.5905e+11,1e+08
1884,2.5905e+11,1e+08,-1,-1
1885,-1,-1,2.5905e+11,1e+08
1886,2.5905e+11,1e+08,-1,-1
1887,-1,-1,2.59e+11,1.5e+08
1888,2.59e+11,1.5e+08,-1,-1
1889,-1,-1,2.5905e+11,1.5e+08
1890,2.5905e+11,1.5e+08,-1,-1
1891,-1,-1,2.6005e+11,1e+08
1892,2.6005e+11,1e+08,-1,-1
1893,-1,-1,2.6005e+11,1e+08
1894,2.6005e+11,1e+08,-1,-1
1895,-1,-1,2.6005e+11,1e+08
1896,2.6005e+11,1e+08,-1,-1
1897,-1,-1,2.6e+11,5e+07
1898,2.6005e+11,1e+08,-1,-1
1899,-1,-1,2.6e+11,1e+08
1900,2.6005e+11,1e+08,-1,-1
1901,-1,-1,2.6e+11,1e+08
1902,2.6e+11,5e+07,-1,-1
1903,-1,-1,2.6e+11,0
1904,2.6e+11,0,-1,-1
1905,-1,-1,2.6e+11,1e+08
1906,2.6e+11,1e+08,-1,-1
1907,-1,-1,2.6e+11,5e+07
1908,2.6e+11,5e+07,-1,-1
1909,-1,-1,2.6e+11,5e+07
1910,2.6e+11,5e+07,-1,-1
1911,-1,-1,2.6e+11,5e+07
1912,2.6e+11,5e+07,-1,-1
1913,-1,-1,2.6e+11,5e+07
1914,2.6e+11,5e+07,-1,-1
1915,-1,-1,2.6005e+11,5e+07
1916,2.6005e+11,5e+07,-1,-1
1917,-1,-1,2.6005e+11,1e+08
1918,2.6005e+11,1e+08,-1,-1
1919,-1,-1,2.61e+11,5e+07
1920,2.6105e+11,1e+08,-1,-1
1921,-1,-1,2.61e+11,1e+08
1922,2.61e+11,5e+07,-1,-1
1923,-1,-1,2.61e+11,5e+07
1924,2.61e+11,5e+07,-1,-1
1925,-1,-1,2.61e+11,5e+07
1926,2.61e+11,5e+07,-1,-1
1927,-1,-1,2.61e+11,5e+07
1928,2.61e+11,5e+07,-1,-1
1929,-1,-1,2.6105e+11,1e+08
1930,2.6105e+11,1e+08,-1,-1
1931,-1,-1,2.61e+11,1e+08
1932,2.61e+11,1e+08,-1,-1
1933,-1,-1,2.61e+11,5e+07
1934,2.61e+11,5e+07,-1,-1
1935,-1,-1,2.61e+11,1e+08
1936,2.61e+11,1e+08,-1,-1
1937,-1,-1,2.61e+11,5e+07
1938,2.61e+11,5e+07,-1,-1
1939,-1,-1,2.61e+11,5e+07
1940,2.6105e+11,1e+08,-1,-1
1941,-1,-1,2.61e+11,2e+08
1942,2.61e+11,1.5e+08,-1,-1
1943,-1,-1,2.6105e+11,5e+07
1944,2.6105e+11,5e+07,-1,-1
1945,-1,-1,2.62e+11,5e+07
1946,2.62e+11,5e+07,-1,-1
1947,-1,-1,2.62e+11,1e+08
1948,2.62e+11,1e+08,-1,-1
1949,-1,-1,2.62e+11,5e+07
1950,2.62e+11,5e+07,-1,-1
1951,-1,-1,2.6205e+11,1e+08
1952,2.6205e+11,1e+08,-1,-1
1953,-1,-1,2.6205e+11,1e+08
1954,2.6205e+11,1e+08,-1,-1
1955,-1,-1,2.6205e+11,1e+08
1956,2.6205e+11,1e+08,-1,-1
1957,-1,-1,2.6205e+11,1e+08
1958,2.6205e+11,1e+08,-1,-1
1959,-1,-1,2.6205e+11,1e+08
1960,2.6205e+11,1e+08,-1,-1
1961,-1,-1,2.6205e+11,1e+08
1962,2.6205e+11,1e+08,-1,-1
1963,-1,-1,2.62e+11,1e+08
1964,2.62e+11,1e+08,-1,-1
1965,-1,-1,2.62e+11,5e+07
1966,2.6205e+11,1e+08,-1,-1
1967,-1,-1,2.63e+11,1.5e+08
1968,2.63e+11,1e+08,-1,-1
1969,-1,-1,2.63e+11,5e+07
1970,2.63e+11,5e+07,-1,-1
1971,-1,-1,2.63e+11,1e+08
1972,2.63e+11,1e+08,-1,-1
1973,-1,-1,2.63e+11,1e+08
1974,2.63e+11,1e+08,-1,-1
1975,-1,-1,2.63e+11,5e+07
1976,2.63e+11,5e+07,-1,-1
1977,-1,-1,2.63e+11,5e+07
1978,2.6305e+11,1e+08,-1,-1
1979,-1,-1,2.63e+11,1e+08
1980,2.63e+11,5e+07,-1,-1
1981,-1,-1,2.63e+11,5e+07
1982,2.63e+11,5e+07,-1,-1
1983,-1,-1,2.63e+11,1e+08
1984,2.63e+11,1e+08,-1,-1
1985,-1,-1,2.63e+11,5e+07
1986,2.63e+11,5e+07,-1,-1
1987,-1,-1,2.6305e+11,1.5e+08
1988,2.6305e+11,1.5e+08,-1,-1
1989,-1,-1,2.6305e+11,1e+08
1990,2.6305e+11,1e+08,-1,-1
1991,-1,-1,2.64e+11,1.5e+08
1992,2.64e+11,1.5e+08,-1,-1
1993,-1,-1,2.64e+11,2e+08
1994,2.64e+11,2e+08,-1,-1
1995,-1,-1,2.64e+11,1e+08
1996,2.64e+11,1e+08,-1,-1
1997,-1,-1,2.6405e+11,5e+07
1998,2.6405e+11,5e+07,-1,-1
1999,-1,-1,2.64e+11,5e+07
2000,2.64e+11,5e+07,-1,-1
2001,-1,-1,2.64e+11,1e+08
2002,2.64e+11,1e+08,-1,-1
2003,-1,-1,2.64e+11,5e+07
2004,2.64e+11,5e+07,-1,-1
2005,-1,-1,2.6405e+11,1e+08
2006,2.6405e+11,1e+08,-1,-1
2007,-1,-1,2.64e+11,1e+08
2008,2.64e+11,1e+08,-1,-1
2009,-1,-1,2.64e+11,5e+07
2010,2.64e+11,5e+07,-1,-1
2011,-1,-1,2.65e+11,5e+07
2012,2.65e+11,5e+07,-1,-1
2013,-1,-1,2.65e+11,5e+07
2014,2.65e+11,5e+07,-1,-1
2015,-1,-1,2.65e+11,1e+08
2016,2.65e+11,1e+08,-1,-1
2017,-1,-1,2.65e+11,5e+07
2018,2.65e+11,5e+07,-1,-1
2019,-1,-1,2.65e+11,5e+07
2020,2.65e+11,5e+07,-1,-1
2021,-1,-1,2.65e+11,5e+07
2022,2.65e+11,5e+07,-1,-1
2023,-1,-1,2.65e+11,5e+07
