#,Latency steering,Period steering,Latency velocity,Period velocity
158,1.9405e+11,1.5e+08,-1,-1
159,-1,-1,1.94e+11,5e+07
160,1.94e+11,0,-1,-1
161,-1,-1,1.9505e+11,1.5e+08
162,1.9505e+11,1.5e+08,-1,-1
163,-1,-1,1.9505e+11,5e+07
164,1.9505e+11,5e+07,-1,-1
165,-1,-1,1.95e+11,1e+08
166,1.95e+11,1e+08,-1,-1
167,-1,-1,1.95e+11,0
168,1.95e+11,0,-1,-1
169,-1,-1,1.95e+11,1.5e+08
170,1.95e+11,1.5e+08,-1,-1
171,-1,-1,1.9505e+11,5e+07
172,1.9505e+11,5e+07,-1,-1
173,-1,-1,1.95e+11,1e+08
174,1.95e+11,1e+08,-1,-1
175,-1,-1,1.9505e+11,1e+08
176,1.9505e+11,1e+08,-1,-1
177,-1,-1,1.95e+11,0
178,1.95e+11,0,-1,-1
179,-1,-1,1.95e+11,1e+08
180,1.9505e+11,1.5e+08,-1,-1
181,-1,-1,1.95e+11,5e+07
182,1.95e+11,0,-1,-1
183,-1,-1,1.95e+11,1.5e+08
184,1.95e+11,1.5e+08,-1,-1
185,-1,-1,1.95e+11,5e+07
186,1.95e+11,5e+07,-1,-1
187,-1,-1,1.96e+11,1e+08
188,1.96e+11,1e+08,-1,-1
189,-1,-1,1.96e+11,5e+07
190,1.96e+11,5e+07,-1,-1
191,-1,-1,1.96e+11,1e+08
192,1.96e+11,1e+08,-1,-1
193,-1,-1,1.96e+11,1e+08
194,1.96e+11,1e+08,-1,-1
195,-1,-1,1.96e+11,5e+07
196,1.96e+11,5e+07,-1,-1
197,-1,-1,1.96e+11,1e+08
198,1.96e+11,1e+08,-1,-1
199,-1,-1,1.96e+11,5e+07
200,1.96e+11,5e+07,-1,-1
201,-1,-1,1.96e+11,1e+08
202,1.96e+11,1e+08,-1,-1
203,-1,-1,1.96e+11,5e+07
204,1.96e+11,5e+07,-1,-1
205,-1,-1,1.96e+11,1e+08
206,1.96e+11,1e+08,-1,-1
207,-1,-1,1.9605e+11,1e+08
208,1.9605e+11,1e+08,-1,-1
209,-1,-1,1.9605e+11,1e+08
210,1.9605e+11,1e+08,-1,-1
211,-1,-1,1.96e+11,0
212,1.96e+11,0,-1,-1
213,-1,-1,1.97e+11,1e+08
214,1.97e+11,1e+08,-1,-1
215,-1,-1,1.97e+11,5e+07
216,1.9705e+11,1e+08,-1,-1
217,-1,-1,1.97e+11,1.5e+08
218,1.97e+11,1e+08,-1,-1
219,-1,-1,1.97e+11,5e+07
220,1.97e+11,5e+07,-1,-1
221,-1,-1,1.97e+11,1e+08
222,1.97e+11,1e+08,-1,-1
223,-1,-1,1.97e+11,5e+07
224,1.97e+11,5e+07,-1,-1
225,-1,-1,1.97e+11,1e+08
226,1.97e+11,1e+08,-1,-1
227,-1,-1,1.97e+11,5e+07
228,1.97e+11,5e+07,-1,-1
229,-1,-1,1.97e+11,1e+08
230,1.97e+11,1e+08,-1,-1
231,-1,-1,1.97e+11,5e+07
232,1.97e+11,5e+07,-1,-1
233,-1,-1,1.97e+11,1e+08
234,1.97e+11,1e+08,-1,-1
235,-1,-1,1.97e+11,5e+07
236,1.97e+11,5e+07,-1,-1
237,-1,-1,1.98e+11,1e+08
238,1.98e+11,1e+08,-1,-1
239,-1,-1,1.98e+11,5e+07
240,1.9805e+11,1e+08,-1,-1
241,-1,-1,1.98e+11,1e+08
242,1.98e+11,5e+07,-1,-1
243,-1,-1,1.98e+11,5e+07
244,1.98e+11,5e+07,-1,-1
245,-1,-1,1.9805e+11,1.5e+08
246,1.9805e+11,1.5e+08,-1,-1
247,-1,-1,1.9805e+11,5e+07
248,1.9805e+11,5e+07,-1,-1
249,-1,-1,1.98e+11,1e+08
250,1.98e+11,1e+08,-1,-1
251,-1,-1,1.98e+11,5e+07
252,1.98e+11,5e+07,-1,-1
253,-1,-1,1.98e+11,1e+08
254,1.98e+11,1e+08,-1,-1
255,-1,-1,1.98e+11,5e+07
256,1.98e+11,5e+07,-1,-1
257,-1,-1,1.98e+11,1e+08
258,1.98e+11,1e+08,-1,-1
259,-1,-1,1.98e+11,5e+07
260,1.98e+11,5e+07,-1,-1
261,-1,-1,1.98e+11,1e+08
262,1.9805e+11,1.5e+08,-1,-1
263,-1,-1,1.99e+11,5e+07
264,1.99e+11,0,-1,-1
265,-1,-1,1.9905e+11,1.5e+08
266,1.9905e+11,1.5e+08,-1,-1
267,-1,-1,1.9905e+11,5e+07
268,1.9905e+11,5e+07,-1,-1
269,-1,-1,1.99e+11,1e+08
270,1.99e+11,1e+08,-1,-1
271,-1,-1,1.99e+11,5e+07
272,1.99e+11,5e+07,-1,-1
273,-1,-1,1.99e+11,1e+08
274,1.99e+11,1e+08,-1,-1
275,-1,-1,1.99e+11,5e+07
276,1.99e+11,5e+07,-1,-1
277,-1,-1,1.99e+11,1e+08
278,1.99e+11,1e+08,-1,-1
279,-1,-1,1.9905e+11,5e+07
280,1.9905e+11,5e+07,-1,-1
281,-1,-1,1.99e+11,1e+08
282,1.99e+11,1e+08,-1,-1
283,-1,-1,1.99e+11,5e+07
284,1.99e+11,5e+07,-1,-1
285,-1,-1,1.99e+11,1e+08
286,1.99e+11,1e+08,-1,-1
287,-1,-1,1.99e+11,5e+07
288,1.99e+11,5e+07,-1,-1
289,-1,-1,2e+11,1e+08
290,2e+11,1e+08,-1,-1
291,-1,-1,2e+11,5e+07
292,2e+11,5e+07,-1,-1
293,-1,-1,2e+11,1e+08
294,2e+11,1e+08,-1,-1
295,-1,-1,2e+11,5e+07
296,2e+11,5e+07,-1,-1
297,-1,-1,2e+11,1e+08
298,2e+11,1e+08,-1,-1
299,-1,-1,2e+11,5e+07
300,2e+11,5e+07,-1,-1
301,-1,-1,2.0005e+11,1.5e+08
302,2.0005e+11,1.5e+08,-1,-1
303,-1,-1,2e+11,0
304,2e+11,0,-1,-1
305,-1,-1,2e+11,1e+08
306,2e+11,1e+08,-1,-1
307,-1,-1,2e+11,5e+07
308,2e+11,5e+07,-1,-1
309,-1,-1,2e+11,1e+08
310,2e+11,1e+08,-1,-1
311,-1,-1,2e+11,5e+07
312,2e+11,5e+07,-1,-1
313,-1,-1,2e+11,1e+08
314,2e+11,1e+08,-1,-1
315,-1,-1,2.01e+11,5e+07
316,2.01e+11,5e+07,-1,-1
317,-1,-1,2.01e+11,1e+08
318,2.01e+11,1e+08,-1,-1
319,-1,-1,2.01e+11,5e+07
320,2.01e+11,5e+07,-1,-1
321,-1,-1,2.01e+11,1e+08
322,2.0105e+11,1.5e+08,-1,-1
323,-1,-1,2.01e+11,5e+07
324,2.01e+11,0,-1,-1
325,-1,-1,2.0105e+11,1.5e+08
326,2.0105e+11,1.5e+08,-1,-1
327,-1,-1,2.01e+11,0
328,2.0105e+11,5e+07,-1,-1
329,-1,-1,2.01e+11,1.5e+08
330,2.01e+11,1e+08,-1,-1
331,-1,-1,2.0105e+11,5e+07
332,2.0105e+11,5e+07,-1,-1
333,-1,-1,2.0105e+11,1e+08
334,2.0105e+11,1e+08,-1,-1
335,-1,-1,2.01e+11,1e+08
336,2.01e+11,1e+08,-1,-1
337,-1,-1,2.01e+11,5e+07
338,2.01e+11,5e+07,-1,-1
339,-1,-1,2.02e+11,1e+08
340,2.02e+11,1e+08,-1,-1
341,-1,-1,2.02e+11,5e+07
342,2.0205e+11,1e+08,-1,-1
343,-1,-1,2.02e+11,1e+08
344,2.0205e+11,1e+08,-1,-1
345,-1,-1,2.02e+11,5e+07
346,2.02e+11,0,-1,-1
347,-1,-1,2.02e+11,1e+08
348,2.02e+11,1e+08,-1,-1
349,-1,-1,2.02e+11,5e+07
350,2.02e+11,5e+07,-1,-1
351,-1,-1,2.02e+11,1e+08
352,2.0205e+11,1.5e+08,-1,-1
353,-1,-1,2.0205e+11,5e+07
354,2.0205e+11,0,-1,-1
355,-1,-1,2.02e+11,1e+08
356,2.02e+11,1e+08,-1,-1
357,-1,-1,2.02e+11,5e+07
358,2.02e+11,5e+07,-1,-1
359,-1,-1,2.02e+11,1e+08
360,2.02e+11,1e+08,-1,-1
361,-1,-1,2.0205e+11,1e+08
362,2.0205e+11,1e+08,-1,-1
363,-1,-1,2.02e+11,5e+07
364,2.0205e+11,1e+08,-1,-1
365,-1,-1,2.02e+11,5e+07
366,2.02e+11,0,-1,-1
367,-1,-1,2.03e+11,1.5e+08
368,2.03e+11,1.5e+08,-1,-1
369,-1,-1,2.03e+11,1e+08
370,2.03e+11,1e+08,-1,-1
371,-1,-1,2.03e+11,5e+07
372,2.03e+11,5e+07,-1,-1
373,-1,-1,2.03e+11,1e+08
374,2.03e+11,1e+08,-1,-1
375,-1,-1,2.03e+11,5e+07
376,2.03e+11,5e+07,-1,-1
377,-1,-1,2.03e+11,1e+08
378,2.03e+11,1e+08,-1,-1
379,-1,-1,2.03e+11,5e+07
380,2.03e+11,5e+07,-1,-1
381,-1,-1,2.03e+11,1e+08
382,2.03e+11,1e+08,-1,-1
383,-1,-1,2.03e+11,5e+07
384,2.03e+11,5e+07,-1,-1
385,-1,-1,2.03e+11,1e+08
386,2.03e+11,1e+08,-1,-1
387,-1,-1,2.03e+11,5e+07
388,2.0305e+11,1e+08,-1,-1
389,-1,-1,2.0305e+11,1.5e+08
390,2.0305e+11,1e+08,-1,-1
391,-1,-1,2.04e+11,0
392,2.04e+11,0,-1,-1
393,-1,-1,2.0405e+11,1.5e+08
394,2.0405e+11,1.5e+08,-1,-1
395,-1,-1,2.0405e+11,5e+07
396,2.0405e+11,5e+07,-1,-1
397,-1,-1,2.04e+11,1e+08
398,2.04e+11,1e+08,-1,-1
399,-1,-1,2.04e+11,1e+08
400,2.04e+11,1e+08,-1,-1
401,-1,-1,2.04e+11,5e+07
402,2.04e+11,5e+07,-1,-1
403,-1,-1,2.04e+11,1e+08
404,2.0405e+11,1.5e+08,-1,-1
405,-1,-1,2.04e+11,5e+07
406,2.04e+11,0,-1,-1
407,-1,-1,2.04e+11,1e+08
408,2.04e+11,1e+08,-1,-1
409,-1,-1,2.04e+11,5e+07
410,2.04e+11,5e+07,-1,-1
411,-1,-1,2.04e+11,1e+08
412,2.0405e+11,1.5e+08,-1,-1
413,-1,-1,2.0405e+11,1e+08
414,2.0405e+11,5e+07,-1,-1
415,-1,-1,2.05e+11,1e+08
416,2.05e+11,1e+08,-1,-1
417,-1,-1,2.05e+11,5e+07
418,2.05e+11,5e+07,-1,-1
419,-1,-1,2.05e+11,1e+08
420,2.05e+11,1e+08,-1,-1
421,-1,-1,2.05e+11,5e+07
422,2.05e+11,5e+07,-1,-1
423,-1,-1,2.05e+11,1e+08
424,2.05e+11,1e+08,-1,-1
425,-1,-1,2.05e+11,5e+07
426,2.05e+11,5e+07,-1,-1
427,-1,-1,2.05e+11,1e+08
428,2.05e+11,1e+08,-1,-1
429,-1,-1,2.05e+11,5e+07
430,2.05e+11,5e+07,-1,-1
431,-1,-1,2.05e+11,1e+08
432,2.05e+11,1e+08,-1,-1
433,-1,-1,2.05e+11,5e+07
434,2.05e+11,5e+07,-1,-1
435,-1,-1,2.05e+11,1e+08
436,2.05e+11,1e+08,-1,-1
437,-1,-1,2.05e+11,5e+07
438,2.05e+11,5e+07,-1,-1
439,-1,-1,2.05e+11,1e+08
440,2.05e+11,1e+08,-1,-1
441,-1,-1,2.06e+11,5e+07
442,2.06e+11,5e+07,-1,-1
443,-1,-1,2.0605e+11,1.5e+08
444,2.0605e+11,1.5e+08,-1,-1
445,-1,-1,2.06e+11,0
446,2.06e+11,0,-1,-1
447,-1,-1,2.06e+11,1.5e+08
448,2.06e+11,1.5e+08,-1,-1
449,-1,-1,2.06e+11,5e+07
450,2.06e+11,5e+07,-1,-1
451,-1,-1,2.0605e+11,1e+08
452,2.0605e+11,1e+08,-1,-1
453,-1,-1,2.06e+11,1e+08
454,2.06e+11,1e+08,-1,-1
455,-1,-1,2.06e+11,5e+07
456,2.06e+11,5e+07,-1,-1
457,-1,-1,2.06e+11,1e+08
458,2.06e+11,1e+08,-1,-1
459,-1,-1,2.06e+11,5e+07
460,2.06e+11,5e+07,-1,-1
461,-1,-1,2.06e+11,1e+08
462,2.0605e+11,1.5e+08,-1,-1
463,-1,-1,2.06e+11,5e+07
464,2.06e+11,0,-1,-1
465,-1,-1,2.0705e+11,1.5e+08
466,2.0705e+11,1.5e+08,-1,-1
467,-1,-1,2.07e+11,0
468,2.0705e+11,5e+07,-1,-1
469,-1,-1,2.0705e+11,1.5e+08
470,2.0705e+11,1e+08,-1,-1
471,-1,-1,2.0705e+11,5e+07
472,2.0705e+11,5e+07,-1,-1
473,-1,-1,2.07e+11,5e+07
474,2.07e+11,5e+07,-1,-1
475,-1,-1,2.0705e+11,1e+08
476,2.0705e+11,1e+08,-1,-1
477,-1,-1,2.07e+11,1e+08
478,2.07e+11,1e+08,-1,-1
479,-1,-1,2.07e+11,5e+07
480,2.07e+11,5e+07,-1,-1
481,-1,-1,2.07e+11,1e+08
482,2.07e+11,1e+08,-1,-1
483,-1,-1,2.0705e+11,5e+07
484,2.0705e+11,5e+07,-1,-1
485,-1,-1,2.07e+11,1e+08
486,2.07e+11,1e+08,-1,-1
487,-1,-1,2.07e+11,5e+07
488,2.07e+11,5e+07,-1,-1
489,-1,-1,2.07e+11,1e+08
490,2.07e+11,1e+08,-1,-1
491,-1,-1,2.08e+11,5e+07
492,2.08e+11,5e+07,-1,-1
493,-1,-1,2.08e+11,1e+08
494,2.08e+11,1e+08,-1,-1
495,-1,-1,2.08e+11,5e+07
496,2.08e+11,5e+07,-1,-1
497,-1,-1,2.08e+11,1e+08
498,2.08e+11,1e+08,-1,-1
499,-1,-1,2.08e+11,5e+07
500,2.08e+11,5e+07,-1,-1
501,-1,-1,2.08e+11,1e+08
502,2.08e+11,1e+08,-1,-1
503,-1,-1,2.08e+11,5e+07
504,2.08e+11,5e+07,-1,-1
505,-1,-1,2.08e+11,1e+08
506,2.08e+11,1e+08,-1,-1
507,-1,-1,2.08e+11,5e+07
508,2.08e+11,5e+07,-1,-1
509,-1,-1,2.08e+11,1e+08
510,2.08e+11,1e+08,-1,-1
511,-1,-1,2.08e+11,5e+07
512,2.08e+11,5e+07,-1,-1
513,-1,-1,2.08e+11,1e+08
514,2.0805e+11,1.5e+08,-1,-1
515,-1,-1,2.08e+11,5e+07
516,2.08e+11,0,-1,-1
517,-1,-1,2.0905e+11,1.5e+08
518,2.0905e+11,1.5e+08,-1,-1
519,-1,-1,2.0905e+11,5e+07
520,2.0905e+11,5e+07,-1,-1
521,-1,-1,2.09e+11,1e+08
522,2.09e+11,1e+08,-1,-1
523,-1,-1,2.09e+11,5e+07
524,2.09e+11,5e+07,-1,-1
525,-1,-1,2.09e+11,1e+08
526,2.09e+11,1e+08,-1,-1
527,-1,-1,2.09e+11,5e+07
528,2.09e+11,5e+07,-1,-1
529,-1,-1,2.09e+11,1e+08
530,2.09e+11,1e+08,-1,-1
531,-1,-1,2.09e+11,5e+07
532,2.09e+11,5e+07,-1,-1
533,-1,-1,2.09e+11,1e+08
534,2.09e+11,1e+08,-1,-1
535,-1,-1,2.09e+11,5e+07
536,2.09e+11,5e+07,-1,-1
537,-1,-1,2.09e+11,1e+08
538,2.09e+11,1e+08,-1,-1
539,-1,-1,2.09e+11,5e+07
540,2.09e+11,5e+07,-1,-1
541,-1,-1,2.09e+11,1e+08
542,2.09e+11,1e+08,-1,-1
543,-1,-1,2.1e+11,5e+07
544,2.1e+11,5e+07,-1,-1
545,-1,-1,2.1005e+11,1.5e+08
546,2.1005e+11,1.5e+08,-1,-1
547,-1,-1,2.1005e+11,5e+07
548,2.1005e+11,5e+07,-1,-1
549,-1,-1,2.1e+11,1e+08
550,2.1e+11,1e+08,-1,-1
551,-1,-1,2.1e+11,5e+07
552,2.1e+11,5e+07,-1,-1
553,-1,-1,2.1e+11,1e+08
554,2.1e+11,1e+08,-1,-1
555,-1,-1,2.1e+11,5e+07
556,2.1e+11,5e+07,-1,-1
557,-1,-1,2.1e+11,1e+08
558,2.1e+11,1e+08,-1,-1
559,-1,-1,2.1e+11,5e+07
560,2.1e+11,5e+07,-1,-1
561,-1,-1,2.1e+11,1e+08
562,2.1e+11,1e+08,-1,-1
563,-1,-1,2.1e+11,5e+07
564,2.1e+11,5e+07,-1,-1
565,-1,-1,2.1e+11,1e+08
566,2.1e+11,1e+08,-1,-1
567,-1,-1,2.1e+11,5e+07
568,2.1e+11,5e+07,-1,-1
569,-1,-1,2.11e+11,1e+08
570,2.11e+11,1e+08,-1,-1
571,-1,-1,2.11e+11,5e+07
572,2.11e+11,5e+07,-1,-1
573,-1,-1,2.1105e+11,1.5e+08
574,2.1105e+11,1.5e+08,-1,-1
575,-1,-1,2.11e+11,0
576,2.1105e+11,5e+07,-1,-1
577,-1,-1,2.11e+11,1e+08
578,2.11e+11,5e+07,-1,-1
579,-1,-1,2.11e+11,5e+07
580,2.11e+11,5e+07,-1,-1
581,-1,-1,2.11e+11,1e+08
582,2.11e+11,1e+08,-1,-1
583,-1,-1,2.11e+11,5e+07
584,2.11e+11,5e+07,-1,-1
585,-1,-1,2.11e+11,1e+08
586,2.11e+11,1e+08,-1,-1
587,-1,-1,2.11e+11,5e+07
588,2.11e+11,5e+07,-1,-1
589,-1,-1,2.1105e+11,1.5e+08
590,2.1105e+11,1.5e+08,-1,-1
591,-1,-1,2.1105e+11,5e+07
592,2.1105e+11,5e+07,-1,-1
593,-1,-1,2.12e+11,1e+08
594,2.12e+11,1e+08,-1,-1
595,-1,-1,2.12e+11,1e+08
596,2.12e+11,1e+08,-1,-1
597,-1,-1,2.12e+11,5e+07
598,2.12e+11,5e+07,-1,-1
599,-1,-1,2.12e+11,1e+08
600,2.12e+11,1e+08,-1,-1
601,-1,-1,2.12e+11,5e+07
602,2.12e+11,5e+07,-1,-1
603,-1,-1,2.12e+11,1e+08
604,2.1205e+11,1.5e+08,-1,-1
605,-1,-1,2.12e+11,5e+07
606,2.12e+11,0,-1,-1
607,-1,-1,2.12e+11,1e+08
608,2.1205e+11,1.5e+08,-1,-1
609,-1,-1,2.1205e+11,1e+08
610,2.1205e+11,5e+07,-1,-1
611,-1,-1,2.1205e+11,1e+08
612,2.1205e+11,1e+08,-1,-1
613,-1,-1,2.12e+11,0
614,2.12e+11,0,-1,-1
615,-1,-1,2.12e+11,1.5e+08
616,2.12e+11,1.5e+08,-1,-1
617,-1,-1,2.13e+11,1e+08
618,2.13e+11,1e+08,-1,-1
619,-1,-1,2.13e+11,5e+07
620,2.13e+11,5e+07,-1,-1
621,-1,-1,2.13e+11,1e+08
622,2.13e+11,1e+08,-1,-1
623,-1,-1,2.13e+11,5e+07
624,2.13e+11,5e+07,-1,-1
625,-1,-1,2.13e+11,1e+08
626,2.13e+11,1e+08,-1,-1
627,-1,-1,2.13e+11,5e+07
628,2.13e+11,5e+07,-1,-1
629,-1,-1,2.13e+11,1e+08
630,2.13e+11,1e+08,-1,-1
631,-1,-1,2.13e+11,5e+07
632,2.13e+11,5e+07,-1,-1
633,-1,-1,2.13e+11,1e+08
634,2.13e+11,1e+08,-1,-1
635,-1,-1,2.13e+11,5e+07
636,2.13e+11,5e+07,-1,-1
637,-1,-1,2.13e+11,1e+08
638,2.13e+11,1e+08,-1,-1
639,-1,-1,2.13e+11,5e+07
640,2.13e+11,5e+07,-1,-1
641,-1,-1,2.13e+11,1e+08
642,2.13e+11,1e+08,-1,-1
643,-1,-1,2.13e+11,0
644,2.1305e+11,5e+07,-1,-1
645,-1,-1,2.14e+11,1e+08
646,2.1405e+11,1e+08,-1,-1
647,-1,-1,2.14e+11,1e+08
648,2.1405e+11,1e+08,-1,-1
649,-1,-1,2.14e+11,5e+07
650,2.14e+11,0,-1,-1
651,-1,-1,2.14e+11,1e+08
652,2.14e+11,1e+08,-1,-1
653,-1,-1,2.14e+11,5e+07
654,2.14e+11,5e+07,-1,-1
655,-1,-1,2.14e+11,1e+08
656,2.14e+11,1e+08,-1,-1
657,-1,-1,2.14e+11,5e+07
658,2.14e+11,5e+07,-1,-1
659,-1,-1,2.14e+11,1e+08
660,2.14e+11,1e+08,-1,-1
661,-1,-1,2.14e+11,5e+07
662,2.14e+11,5e+07,-1,-1
663,-1,-1,2.14e+11,5e+07
664,2.14e+11,5e+07,-1,-1
665,-1,-1,2.1405e+11,1.5e+08
666,2.1405e+11,1.5e+08,-1,-1
667,-1,-1,2.14e+11,0
668,2.14e+11,0,-1,-1
669,-1,-1,2.14e+11,1.5e+08
670,2.14e+11,1.5e+08,-1,-1
671,-1,-1,2.1405e+11,5e+07
672,2.1405e+11,5e+07,-1,-1
673,-1,-1,2.15e+11,5e+07
674,2.1505e+11,1e+08,-1,-1
675,-1,-1,2.1505e+11,1e+08
676,2.1505e+11,5e+07,-1,-1
677,-1,-1,2.15e+11,1e+08
678,2.15e+11,1e+08,-1,-1
679,-1,-1,2.15e+11,1e+08
680,2.15e+11,1e+08,-1,-1
681,-1,-1,2.15e+11,5e+07
682,2.15e+11,5e+07,-1,-1
683,-1,-1,2.15e+11,1e+08
684,2.15e+11,1e+08,-1,-1
685,-1,-1,2.15e+11,5e+07
686,2.15e+11,5e+07,-1,-1
687,-1,-1,2.15e+11,1e+08
688,2.15e+11,1e+08,-1,-1
689,-1,-1,2.15e+11,5e+07
690,2.15e+11,5e+07,-1,-1
691,-1,-1,2.15e+11,1e+08
692,2.15e+11,1e+08,-1,-1
693,-1,-1,2.15e+11,5e+07
694,2.15e+11,5e+07,-1,-1
