#,Latency steering,Period steering,Latency velocity,Period velocity
3789,34798336,124680656,-1,-1
3790,-1,-1,1733238055576480256,105930055
3791,34883328,106838688,-1,-1
3792,-1,-1,1733238055556890368,30410189
3793,24769536,28756634,-1,-1
3794,-1,-1,1733238055609361408,152470786
3795,31405824,153387590,-1,-1
3796,-1,-1,1733238055585404416,26042724
3797,32839936,37309852,-1,-1
3798,-1,-1,1733238055660121600,124717085
3799,34888448,115782664,-1,-1
3800,-1,-1,1733238055675487232,215365358
3801,30857984,212483619,-1,-1
3802,-1,-1,1733238055699022080,123534861
3803,30798592,123555490,-1,-1
3804,-1,-1,1733238055686959872,37937682
3805,44338688,49915275,-1,-1
3806,-1,-1,1733238055754184704,117224525
3807,44935168,116844727,-1,-1
3808,-1,-1,1733238055776372480,172187423
3809,36400128,161597985,-1,-1
3810,-1,-1,1733238055751312384,24939904
3811,15492352,22934783,-1,-1
3812,-1,-1,1733238055841910016,190597334
3813,41134848,199469720,-1,-1
3814,-1,-1,1733238055811415296,119505160
3815,45882368,124698886,-1,-1
3816,-1,-1,1733238055857000192,145584737
3817,19779072,131510854,-1,-1
3818,-1,-1,1733238055892825088,35824630
3819,32829184,38040711,-1,-1
3820,-1,-1,1733238055913645056,120819933
3821,33675776,119007785,-1,-1
3822,-1,-1,1733238055887254528,23609439
3823,19185664,23973413,-1,-1
3824,-1,-1,1733238055942319872,155064940
3825,32929536,155380160,-1,-1
3826,-1,-1,1733238055928177664,35857650
3827,42884352,47864338,-1,-1
3828,-1,-1,1733238055980960768,102782939
3829,31415808,91247991,-1,-1
3830,-1,-1,1733238055964906240,33945247
3831,41402624,46360031,-1,-1
3832,-1,-1,1733238056018745344,103839099
3833,30839808,90675678,-1,-1
3834,-1,-1,1733238056056568064,37822531
3835,45569536,50726124,-1,-1
3836,-1,-1,1733238056087291648,130723285
3837,33772032,117947655,-1,-1
3838,-1,-1,1733238056114641664,127350157
3839,33854720,128670464,-1,-1
3840,-1,-1,1733238056123517952,208876227
3841,22365184,208231525,-1,-1
3842,-1,-1,1733238056181066752,157548542
3843,29894656,155930825,-1,-1
3844,-1,-1,1733238056169051904,37984729
3845,45817856,50918488,-1,-1
3846,-1,-1,1733238056227764736,158712892
3847,24036864,146624782,-1,-1
3848,-1,-1,1733238056229542912,51778002
3849,23330560,55437034,-1,-1
3850,-1,-1,1733238056293194752,163651667
3851,31003392,160115165,-1,-1
3852,-1,-1,1733238056318911232,75716315
3853,32805376,75686416,-1,-1
3854,-1,-1,1733238056354970112,36058564
3855,32920320,37998083,-1,-1
3856,-1,-1,1733238056356542720,151572650
3857,19650048,153465504,-1,-1
3858,-1,-1,1733238056403675136,147132332
3859,17907200,142880364,-1,-1
3860,-1,-1,1733238056457509120,103833775
3861,30859264,103820584,-1,-1
3862,-1,-1,1733238056428964352,21455143
3863,17176576,22190317,-1,-1
3864,-1,-1,1733238056470686976,141722581
3865,32132096,144631220,-1,-1
3866,-1,-1,1733238056487478272,66790715
3867,38705408,71690738,-1,-1
3868,-1,-1,1733238056561534208,124056229
3869,35483648,117228209,-1,-1
3870,-1,-1,1733238056581883392,120349070
3871,32909056,119176534,-1,-1
3872,-1,-1,1733238056566296064,34412303
3873,40952320,45951975,-1,-1
3874,-1,-1,1733238056615515904,99219550
3875,32744192,87508769,-1,-1
3876,-1,-1,1733238056651957504,36441453
3877,30912000,36029330,-1,-1
3878,-1,-1,1733238056634220288,132262536
3879,44940544,144804722,-1,-1
3880,-1,-1,1733238056705199104,120979010
3881,31091968,108889451,-1,-1
3882,-1,-1,1733238056768739584,163540155
3883,44784384,174562063,-1,-1
3884,-1,-1,1733238056794372352,125632302
3885,40323584,122116412,-1,-1
3886,-1,-1,1733238056815279360,170906828
3887,30902016,163114785,-1,-1
3888,-1,-1,1733238056797835264,32555643
3889,28677888,33539007,-1,-1
3890,-1,-1,1733238056817503232,69667917
3891,39614976,72264061,-1,-1
3892,-1,-1,1733238056860235776,92732314
3893,30906112,89583053,-1,-1
3894,-1,-1,1733238056899362816,39126863
3895,44834304,49923882,-1,-1
3896,-1,-1,1733238056926784256,127421223
3897,32947200,117851099,-1,-1
3898,-1,-1,1733238056953252864,126468470
3899,32712192,125512612,-1,-1
3900,-1,-1,1733238056977439744,124186716
3901,44979712,135913716,-1,-1
3902,-1,-1,1733238056981104384,153664642
3903,19249920,141380152,-1,-1
3904,-1,-1,1733238057017620992,36516639
3905,32808448,37932990,-1,-1
3906,-1,-1,1733238057009148928,141527513
3907,36060928,139864162,-1,-1
3908,-1,-1,1733238057076489728,67340697
3909,42876160,75711487,-1,-1
3910,-1,-1,1733238057104313600,127823648
3911,32736768,119595136,-1,-1
3912,-1,-1,1733238057091024640,136711045
3913,41925632,139812972,-1,-1
3914,-1,-1,1733238057151821312,110796260
3915,32829184,109646266,-1,-1
3916,-1,-1,1733238057150207488,148386371
3917,19921152,146608756,-1,-1
3918,-1,-1,1733238057187016960,36809198
3919,31820032,36890466,-1,-1
3920,-1,-1,1733238057219969536,132952509
3921,34316032,132735212,-1,-1
3922,-1,-1,1733238057193291520,23321403
3923,15454464,23156458,-1,-1
3924,-1,-1,1733238057276628992,183337378
3925,32789504,184308970,-1,-1
3926,-1,-1,1733238057308496896,131868077
3927,34879744,131756808,-1,-1
3928,-1,-1,1733238057348716288,140219072
3929,42000896,147721408,-1,-1
3930,-1,-1,1733238057326136064,127419717
3931,43136768,128875163,-1,-1
3932,-1,-1,1733238057400162048,124025554
3933,33370624,114351632,-1,-1
3934,-1,-1,1733238057461446656,211284541
3935,36664576,215295648,-1,-1
3936,-1,-1,1733238057436024832,124578092
3937,22590208,120783632,-1,-1
3939,-1,-1,1733238057461716736,21712366
3940,22165760,26220673,-1,-1
3941,-1,-1,1733238057510522112,98805153
3942,33140736,98840615,-1,-1
3943,-1,-1,1733238057490344192,29821836
3944,27462912,32698066,-1,-1
3945,-1,-1,1733238057546934784,156590410
3946,30767360,153424480,-1,-1
3947,-1,-1,1733238057583030272,36095624
3948,32879104,37971114,-1,-1
3949,-1,-1,1733238057589542144,106511394
3950,32184064,104065995,-1,-1
3951,-1,-1,1733238057576660480,37118476
3952,40855296,45548332,-1,-1
3953,-1,-1,1733238057626218240,99557498
3954,30832896,91716243,-1,-1
3955,-1,-1,1733238057614208000,37989680
3956,44924672,49974411,-1,-1
3957,-1,-1,1733238057688841984,124633650
3958,44888320,124703926,-1,-1
3959,-1,-1,1733238057711227136,122384971
3960,32817920,109678921,-1,-1
3961,-1,-1,1733238057727033856,215806630
3962,30754560,216447000,-1,-1
3963,-1,-1,1733238057769819392,42785541
3964,36849408,41986278,-1,-1
3965,-1,-1,1733238057758817024,138997560
3966,45823232,142697408,-1,-1
3967,-1,-1,1733238057798819584,90002281
3968,31173376,86967101,-1,-1
3969,-1,-1,1733238057796525824,47706216
3970,44873984,49719395,-1,-1
3971,-1,-1,1733238057863607040,167081014
3972,32314624,163942197,-1,-1
3973,-1,-1,1733238057845663744,82056540
3974,45753344,95292058,-1,-1
3975,-1,-1,1733238057913966336,118302323
3976,47788032,120792205,-1,-1
3977,-1,-1,1733238057942885376,178919059
3978,33411072,165108631,-1,-1
3979,-1,-1,1733238057920882432,27996625
3980,26135296,30607127,-1,-1
3981,-1,-1,1733238057983499776,112617383
3982,33419264,109526879,-1,-1
3983,-1,-1,1733238058000712704,117212706
3984,35853312,120695957,-1,-1
3985,-1,-1,1733238058005212160,54499344
3986,30996992,50929002,-1,-1
3987,-1,-1,1733238057991567104,36354887
3988,33913088,38879539,-1,-1
3989,-1,-1,1733238058052162816,110595326
3990,31051776,107868267,-1,-1
3991,-1,-1,1733238058093564672,141401820
3992,44775936,153483622,-1,-1
3993,-1,-1,1733238058117230080,123665320
3994,44826112,123796671,-1,-1
3995,-1,-1,1733238058101035776,133805921
3996,43059200,124980861,-1,-1
3997,-1,-1,1733238058166740736,115704303
3998,33262848,110825748,-1,-1
3999,-1,-1,1733238058163450368,96709657
4000,32856832,98350364,-1,-1
4001,-1,-1,1733238058168349440,54898777
4002,19389696,54785351,-1,-1
4003,-1,-1,1733238058205984256,37634770
4004,33338624,38435763,-1,-1
4005,-1,-1,1733238058233963776,127979359
4006,32699648,129106734,-1,-1
4007,-1,-1,1733238058208894464,24930546
4008,15901440,23086278,-1,-1
4009,-1,-1,1733238058269386496,160491597
4010,32368640,160088738,-1,-1
4011,-1,-1,1733238058269167872,99781321
4012,29881344,103273366,-1,-1
4013,-1,-1,1733238058334105088,114937173
4014,32025344,112876413,-1,-1
4015,-1,-1,1733238058359544064,125438861
4016,30813952,123427610,-1,-1
4017,-1,-1,1733238058330778624,21234226
4018,14932736,21982679,-1,-1
4019,-1,-1,1733238058353337856,122558981
4020,15882240,122702298,-1,-1
4021,-1,-1,1733238058389730304,36392363
4022,33933568,39036884,-1,-1
4023,-1,-1,1733238058394018048,104287735
4024,32826112,101643150,-1,-1
4025,-1,-1,1733238058377790208,33772056
4026,29036032,34098493,-1,-1
4027,-1,-1,1733238058453674240,125883618
4028,32758272,125464854,-1,-1
4029,-1,-1,1733238058476636672,172962469
4030,32101120,172961885,-1,-1
4031,-1,-1,1733238058449286400,22649466
4032,15001856,22772276,-1,-1
4033,-1,-1,1733238058494883584,145596983
4034,32778752,145518790,-1,-1
4035,-1,-1,1733238058489741056,44857500
4036,42884096,48010061,-1,-1
4037,-1,-1,1733238058551260416,111519192
4038,32933632,108765643,-1,-1
4039,-1,-1,1733238058552325120,51064473
4040,37297664,50745545,-1,-1
4041,-1,-1,1733238058598292992,95967629
4042,32599552,95850310,-1,-1
4043,-1,-1,1733238058620863744,122570602
4044,32877056,122728066,-1,-1
4045,-1,-1,1733238058639392768,168528902
4046,31283968,168956997,-1,-1
4047,-1,-1,1733238058612276736,22883831
4048,19748096,25924207,-1,-1
4049,-1,-1,1733238058674257920,111981358
4050,30846464,108325178,-1,-1
4051,-1,-1,1733238058649180160,24921746
4052,19340032,25954876,-1,-1
4053,-1,-1,1733238058698820608,149640210
4054,34341120,149160621,-1,-1
4055,-1,-1,1733238058722620416,73799818
4056,32511232,74040906,-1,-1
4057,-1,-1,1733238058724379648,51759054
4058,31885824,50253445,-1,-1
4059,-1,-1,1733238058761491968,37112201
4060,32941056,37942873,-1,-1
4061,-1,-1,1733238058784154880,122662713
4062,32974592,122871294,-1,-1
4063,-1,-1,1733238058803396352,119241379
4064,31095040,117772755,-1,-1
4065,-1,-1,1733238058851696384,148299676
4066,44921344,152583078,-1,-1
4067,-1,-1,1733238058872333824,170637430
4068,30872576,166448903,-1,-1
4069,-1,-1,1733238058843028992,20695025
4070,19488768,25484426,-1,-1
4071,-1,-1,1733238058906530560,113501387
4072,32857088,110116052,-1,-1
4073,-1,-1,1733238058898662912,42132332
4074,33209344,42346703,-1,-1
4075,-1,-1,1733238058925302272,126638772
4076,32665600,126294134,-1,-1
4077,-1,-1,1733238058907244800,31942134
4078,38917888,43925311,-1,-1
4079,-1,-1,1733238058948134912,140890135
4080,21302528,128618314,-1,-1
4081,-1,-1,1733238058951856384,53721040
4082,19017472,53916306,-1,-1
4083,-1,-1,1733238059005990400,104134121
4084,32984064,105879464,-1,-1
4085,-1,-1,1733238058983566336,27575605
4086,19674880,25671249,-1,-1
4087,-1,-1,1733238059055154944,171588628
4088,34823168,171886388,-1,-1
4089,-1,-1,1733238059089392384,184237208
4090,33534208,183622048,-1,-1
4091,-1,-1,1733238059064713472,25320754
4092,20338176,26694194,-1,-1
4093,-1,-1,1733238059117206784,152493150
4094,31368960,152159262,-1,-1
4095,-1,-1,1733238059120317696,103110801
4096,14895104,102150226,-1,-1
4097,-1,-1,1733238059157208064,36890018
4098,33859584,39435848,-1,-1
4099,-1,-1,1733238059207351296,150143125
4100,49297664,161142056,-1,-1
4101,-1,-1,1733238059183987456,126636315
4102,43918848,127829548,-1,-1
4103,-1,-1,1733238059226903040,92915175
4104,33358336,78520293,-1,-1
4105,-1,-1,1733238059248580096,121677201
4106,33028608,121926060,-1,-1
4107,-1,-1,1733238059276681728,78101358
4108,30861056,77578004,-1,-1
4109,-1,-1,1733238059246350336,19668495
4110,19020288,24052156,-1,-1
4111,-1,-1,1733238059311111424,114760907
4112,31127296,110972110,-1,-1
4113,-1,-1,1733238059312960768,51849288
4114,33767168,54521791,-1,-1
4115,-1,-1,1733238059328433152,165471804
4116,44281600,165493245,-1,-1
4117,-1,-1,1733238059380052736,151619420
4118,33737216,149586333,-1,-1
4119,-1,-1,1733238059355218176,25165490
4120,23798016,28010963,-1,-1
4121,-1,-1,1733238059407125504,101907030
4122,31816192,96684789,-1,-1
4123,-1,-1,1733238059387700224,30574692
4124,30185216,35264459,-1,-1
4125,-1,-1,1733238059452761088,115060479
4126,31622400,112162337,-1,-1
4127,-1,-1,1733238059452132864,49371924
4128,30703360,48993357,-1,-1
4129,-1,-1,1733238059508820480,156687459
4130,32726016,156620727,-1,-1
4131,-1,-1,1733238059545757440,136936805
4132,33330432,138714783,-1,-1
4133,-1,-1,1733238059569012736,123255261
4134,44741632,133674547,-1,-1
4135,-1,-1,1733238059597620992,128607987
4136,33291008,116532062,-1,-1
4137,-1,-1,1733238059595045888,197424715
4138,36375552,200472848,-1,-1
4139,-1,-1,1733238059663963392,68917323
4140,33764352,65784734,-1,-1
4141,-1,-1,1733238059688815872,124852385
4142,35029504,128845904,-1,-1
4143,-1,-1,1733238059663036672,124220632
4144,44702208,132516078,-1,-1
4145,-1,-1,1733238059735569920,122534310
4146,33866752,109709741,-1,-1
4147,-1,-1,1733238059735189248,49617694
4148,33059328,50947465,-1,-1
4149,-1,-1,1733238059768977920,133788562
4150,34881280,134547624,-1,-1
4151,-1,-1,1733238059761436928,42458910
4152,34080000,41587427,-1,-1
4153,-1,-1,1733238059780852224,119414952
4154,32890624,118919989,-1,-1
4155,-1,-1,1733238059764757760,33905560
4156,28767232,33835480,-1,-1
4157,-1,-1,1733238059840574208,125816058
4158,32679168,125592992,-1,-1
4159,-1,-1,1733238059839930368,149356148
4160,18252288,148590837,-1,-1
4161,-1,-1,1733238059875002112,35071548
4162,31460608,36545828,-1,-1
4163,-1,-1,1733238059904569344,129567037
4164,34990848,130351152,-1,-1
4165,-1,-1,1733238059875541760,20972558
4166,17837312,22669775,-1,-1
4167,-1,-1,1733238059940694528,115152017
4168,32403712,111296199,-1,-1
4169,-1,-1,1733238059931260672,40566142
4170,34183424,42660720,-1,-1
4171,-1,-1,1733238059936108032,104847147
4172,14788608,103359804,-1,-1
4173,-1,-1,1733238059953578752,117470715
4174,24828672,120869850,-1,-1
4175,-1,-1,1733238060010811904,107232986
4176,30912768,103752437,-1,-1
4177,-1,-1,1733238059986385152,25573027
4178,17898496,25997347,-1,-1
4179,-1,-1,1733238060003171328,116786172
4180,21419520,120254175,-1,-1
4181,-1,-1,1733238060055771904,152600271
4182,32914944,149122789,-1,-1
4183,-1,-1,1733238060034578944,28807224
4184,32039168,36993888,-1,-1
4185,-1,-1,1733238060081436416,96856969
4186,33405440,89225390,-1,-1
4187,-1,-1,1733238060060298496,28861834
4188,34681600,40474145,-1,-1
4189,-1,-1,1733238060083750144,123451387
4190,43738880,122522467,-1,-1
4191,-1,-1,1733238060156286464,172536333
4192,32429056,161150467,-1,-1
4193,-1,-1,1733238060128847872,22561457
4194,14798080,22384558,-1,-1
4195,-1,-1,1733238060157404928,128556711
4196,14903808,128753633,-1,-1
4197,-1,-1,1733238060195264000,37858938
4198,32956672,38008004,-1,-1
4199,-1,-1,1733238060183336192,138071842
4200,42928896,149596258,-1,-1
4201,-1,-1,1733238060230815232,47479087
4202,32832000,37788436,-1,-1
4203,-1,-1,1733238060218563328,87747738
4204,19878144,85796060,-1,-1
4205,-1,-1,1733238060254723072,36159538
4206,32896000,38012244,-1,-1
4207,-1,-1,1733238060264169984,159446994
4208,33702400,157931360,-1,-1
4209,-1,-1,1733238060303100160,38929931
4210,36869120,41550049,-1,-1
4211,-1,-1,1733238060315221760,112121451
4212,32794624,108668922,-1,-1
4213,-1,-1,1733238060337198336,171976416
4214,31524608,173245215,-1,-1
4215,-1,-1,1733238060315266048,28067585
4216,26435584,30765553,-1,-1
4217,-1,-1,1733238060385498112,120231896
4218,33967616,117288999,-1,-1
4219,-1,-1,1733238060363207424,27709151
4220,18760960,26964700,-1,-1
4221,-1,-1,1733238060386732032,123524600
4222,23598848,126871122,-1,-1
4223,-1,-1,1733238060452011264,115278743
4224,34084096,112641391,-1,-1
4225,-1,-1,1733238060426180864,24169759
4226,16996096,23651502,-1,-1
4227,-1,-1,1733238060507608576,181427516
4228,40681728,186497953,-1,-1
4229,-1,-1,1733238060527586048,119977212
4230,33248256,117131249,-1,-1
4231,-1,-1,1733238060529743872,152157654
4232,19264000,150041897,-1,-1
4233,-1,-1,1733238060565992192,36247987
4234,30960896,36040547,-1,-1
4235,-1,-1,1733238060565422080,99429821
4236,19233536,99572436,-1,-1
4237,-1,-1,1733238060603776512,38354082
4238,33999616,39089889,-1,-1
4239,-1,-1,1733238060620277248,116500704
4240,31685120,115453116,-1,-1
4241,-1,-1,1733238060589925888,19648699
4242,18028032,23197807,-1,-1
4243,-1,-1,1733238060647800064,107873723
4244,31823360,104692349,-1,-1
4245,-1,-1,1733238060616508416,18708711
4246,17087232,21988096,-1,-1
4247,-1,-1,1733238060655362048,88852990
4248,18743040,84410856,-1,-1
4249,-1,-1,1733238060691891712,36529603
4250,32862720,37985192,-1,-1
4251,-1,-1,1733238060707269120,115376940
4252,31746304,115641516,-1,-1
4253,-1,-1,1733238060681762048,24492919
4254,20998400,27105744,-1,-1
4255,-1,-1,1733238060745616384,113854382
4256,32798720,109446507,-1,-1
4257,-1,-1,1733238060744244736,98628044
4258,19403776,99858803,-1,-1
4259,-1,-1,1733238060752046592,57801685
4260,14895616,57811516,-1,-1
4261,-1,-1,1733238060789366784,37319983
4262,32026880,36924492,-1,-1
4263,-1,-1,1733238060813585152,124218579
4264,35534080,128303425,-1,-1
4265,-1,-1,1733238060788383488,24797506
4266,24956928,29255887,-1,-1
4267,-1,-1,1733238060861201152,122817440
4268,35826944,116610734,-1,-1
4269,-1,-1,1733238060882799104,171597760
4270,33060608,171730408,-1,-1
4271,-1,-1,1733238060854719488,21920483
4272,14986496,19881954,-1,-1
